spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
2,13604,0.470673743,0.567374823,110,TRUE,TRUE,TRUE,FALSE,lz4,84,51,org.apache.spark.serializer.KryoSerializer,255855
2,20405,0.732184184,0.321869464,357,FALSE,TRUE,TRUE,TRUE,lz4,71,59,org.apache.spark.serializer.JavaSerializer,256033
2,17446,0.663929654,0.493615168,64,TRUE,FALSE,FALSE,TRUE,lz4,63,23,org.apache.spark.serializer.JavaSerializer,256299
1,9143,0.841078977,0.385395234,102,FALSE,TRUE,TRUE,FALSE,lzf,12,50,org.apache.spark.serializer.KryoSerializer,256737
2,10451,0.224916859,0.249030374,187,FALSE,FALSE,TRUE,FALSE,lz4,39,59,org.apache.spark.serializer.JavaSerializer,257893
1,9838,0.193017789,0.691528348,193,FALSE,TRUE,FALSE,FALSE,lzf,57,63,org.apache.spark.serializer.JavaSerializer,258862
1,9386,0.268216514,0.282773164,133,FALSE,TRUE,FALSE,TRUE,snappy,51,48,org.apache.spark.serializer.KryoSerializer,259042
2,15528,0.741444942,0.191874984,305,TRUE,FALSE,TRUE,FALSE,snappy,59,61,org.apache.spark.serializer.JavaSerializer,261102
1,9447,0.438793326,0.758860097,206,FALSE,FALSE,TRUE,TRUE,lz4,39,23,org.apache.spark.serializer.JavaSerializer,261219
1,9553,0.46409763,0.207572197,65,FALSE,FALSE,FALSE,FALSE,lz4,83,37,org.apache.spark.serializer.JavaSerializer,261456
2,15436,0.385006784,0.885869805,227,FALSE,TRUE,TRUE,FALSE,lz4,49,32,org.apache.spark.serializer.KryoSerializer,261935
1,9068,0.528531185,0.879008019,357,TRUE,TRUE,FALSE,FALSE,snappy,47,48,org.apache.spark.serializer.KryoSerializer,262133
2,20201,0.605842995,0.563272581,48,FALSE,FALSE,TRUE,TRUE,snappy,62,22,org.apache.spark.serializer.JavaSerializer,262195
2,18790,0.54760806,0.449498811,255,FALSE,TRUE,FALSE,FALSE,snappy,94,28,org.apache.spark.serializer.KryoSerializer,262422
1,8103,0.835584651,0.489046984,182,FALSE,FALSE,TRUE,TRUE,lz4,80,11,org.apache.spark.serializer.JavaSerializer,262812
2,14422,0.534589441,0.537046506,200,TRUE,TRUE,FALSE,FALSE,snappy,79,41,org.apache.spark.serializer.KryoSerializer,263539
2,15482,0.672642477,0.612533498,309,FALSE,FALSE,FALSE,FALSE,lzf,21,17,org.apache.spark.serializer.KryoSerializer,265470
2,12835,0.216669169,0.463894765,260,FALSE,FALSE,FALSE,TRUE,lzf,24,31,org.apache.spark.serializer.JavaSerializer,266244
2,18483,0.615635016,0.63912462,205,FALSE,TRUE,TRUE,FALSE,lzf,41,60,org.apache.spark.serializer.JavaSerializer,267375
1,9846,0.145719711,0.838687857,224,TRUE,FALSE,FALSE,FALSE,lz4,63,37,org.apache.spark.serializer.KryoSerializer,267601
