spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
3,4409,0.604057998,0.445111579,54,TRUE,TRUE,FALSE,FALSE,lz4,43,23,org.apache.spark.serializer.JavaSerializer,248390
1,9258,0.54599827,0.11393941,55,TRUE,TRUE,FALSE,TRUE,lz4,72,28,org.apache.spark.serializer.KryoSerializer,249422
1,9054,0.382777681,0.294549418,116,FALSE,FALSE,FALSE,FALSE,lz4,94,15,org.apache.spark.serializer.JavaSerializer,249847
4,18096,0.301102961,0.193207454,145,FALSE,TRUE,FALSE,TRUE,snappy,37,12,org.apache.spark.serializer.JavaSerializer,250304
3,6549,0.50864035,0.42471812,76,TRUE,TRUE,TRUE,TRUE,lzf,17,14,org.apache.spark.serializer.JavaSerializer,250375
3,16664,0.787374727,0.487662001,134,TRUE,FALSE,FALSE,TRUE,snappy,85,33,org.apache.spark.serializer.KryoSerializer,251156
2,16894,0.725106742,0.820519838,145,TRUE,TRUE,FALSE,TRUE,lz4,11,25,org.apache.spark.serializer.JavaSerializer,251518
3,4287,0.376923598,0.664893398,164,TRUE,TRUE,TRUE,FALSE,lzf,10,15,org.apache.spark.serializer.JavaSerializer,251547
1,4575,0.742084399,0.752988492,214,FALSE,FALSE,FALSE,FALSE,lz4,25,21,org.apache.spark.serializer.JavaSerializer,252010
4,9040,0.893387468,0.107335162,165,TRUE,TRUE,TRUE,FALSE,snappy,81,10,org.apache.spark.serializer.JavaSerializer,252027
4,12886,0.365183026,0.275254715,22,FALSE,FALSE,TRUE,TRUE,lzf,16,49,org.apache.spark.serializer.JavaSerializer,252536
3,12768,0.485176627,0.193060601,137,FALSE,FALSE,TRUE,TRUE,lzf,61,8,org.apache.spark.serializer.JavaSerializer,253020
3,6573,0.237771763,0.230386271,123,FALSE,FALSE,TRUE,TRUE,snappy,30,16,org.apache.spark.serializer.JavaSerializer,253293
3,7988,0.306240245,0.691801191,156,TRUE,FALSE,FALSE,TRUE,lz4,88,36,org.apache.spark.serializer.JavaSerializer,253796
4,10353,0.47895749,0.358708042,20,TRUE,TRUE,TRUE,TRUE,lz4,21,25,org.apache.spark.serializer.JavaSerializer,254070
1,4791,0.514027168,0.353618241,182,FALSE,FALSE,FALSE,FALSE,snappy,95,16,org.apache.spark.serializer.JavaSerializer,254111
4,8678,0.138308813,0.824908064,115,TRUE,FALSE,TRUE,FALSE,snappy,75,63,org.apache.spark.serializer.JavaSerializer,254568
4,10457,0.728371292,0.449629114,127,TRUE,TRUE,TRUE,TRUE,snappy,49,44,org.apache.spark.serializer.JavaSerializer,255025
2,16461,0.332312566,0.781462366,92,TRUE,FALSE,FALSE,TRUE,lz4,34,21,org.apache.spark.serializer.JavaSerializer,255965
1,8871,0.77236355,0.519840834,42,FALSE,FALSE,FALSE,TRUE,lz4,21,42,org.apache.spark.serializer.KryoSerializer,256739
2,13817,0.492848327,0.511566534,129,TRUE,FALSE,FALSE,TRUE,lzf,35,30,org.apache.spark.serializer.KryoSerializer,258706
3,12120,0.205860532,0.278936876,62,FALSE,TRUE,TRUE,TRUE,lz4,19,16,org.apache.spark.serializer.JavaSerializer,259312
1,9281,0.103005469,0.681261552,106,FALSE,FALSE,TRUE,FALSE,snappy,59,11,org.apache.spark.serializer.JavaSerializer,259396
2,14717,0.799377014,0.621367736,117,TRUE,FALSE,FALSE,TRUE,lz4,75,12,org.apache.spark.serializer.JavaSerializer,260175
2,13796,0.467515093,0.196587847,78,TRUE,TRUE,FALSE,TRUE,lzf,66,29,org.apache.spark.serializer.JavaSerializer,260716
2,16022,0.238611927,0.289728272,149,TRUE,FALSE,FALSE,TRUE,snappy,81,53,org.apache.spark.serializer.KryoSerializer,261434
